split,model,n,MAE,RMSE,R2
all_features,ablation_rf,558,632.4534267093837,886.7932788828457,0.9903044896861503
drop_hectares_only,ablation_rf,558,632.3707775873819,886.6651025995341,0.990307292243848
drop_all_raw_scale_inputs,ablation_rf,558,8026.732244825037,9246.05555710613,-0.05399580965033279
